,title,answer_count,follower_count,detail_text
0,海尔旗下卡泰驰控股以 18 亿美金收购汽车之家，未来可能会如何布局？这次并购对行业有何影响？,165,428,390w
1,武汉一初中生疑因在课间用电话手表听歌被当众责骂后跳楼身亡，具体情况如何？怎样才能避免悲剧发生？,111,175,272w
2,你怎么看《封神第二部》中，将十绝阵简化成十个探照灯的改编？,68,132,246w
3,如何看待张志磊被卡巴耶尔TKO?,29,50,177w
4,黄仁勋首公开回应 DeepSeek，称该模型在推理阶段表现出色，但后训练才是「智能的核心」，如何解读？,41,162,171w
5,何立峰与美财长贝森特视频通话，就中美经济领域重要问题深入交换意见，哪些信息值得关注？释放出什么信号？,28,156,161w
6,如何看待乒乓球亚洲杯女单1/4决赛，孙颖莎4-2战胜日张本美和，晋级四强？,29,37,122w
7,如何评价《绝区零》第五期的危局强袭战？,35,34,88w
8,家长们小时候并没有这么多的识字工具，也没有幼小衔接，是怎样完成大规模识字的呢？,110,216,59w
9,向外释放善意却总是得不到正向反馈，怎么办？,759,1076,57w
10,DeepSeek 评中国最宜居城市是珠海，怎么看这个结果？你去过珠海吗？,336,822,53w
11,8 只河狸 2 天建好捷克拖了 7 年的水坝，真实情况是怎样的？如何从科学角度解读？,177,739,52w
12,《难哄》删除争议镜头，女主九集遭遇六次性骚扰，网友呼吁将其下架，怎样看待剧情设定？对观众有哪些影响？,211,377,43w
13,日本米价续飙涨 ，日本政府拟释出最多 21 万吨储备米，涨价原因是什么？暴露出了哪些问题？,145,321,43w
14,王兴兴谈 AI 教育，称国内教育内容滞后，很多东西都太老了，当前教育体系该如何适应快速发展的科技领域？,193,653,38w
15,哪吒的母亲是李靖原配，为什么大家称她为殷夫人而不是李夫人？,460,735,29w
16,外卖员争夺战，京东提高单价，有骑手试水日入 500 元，会再掀价格战吗？能否搅动外卖行业这潭池水？,151,398,28w
17,被读秒绝杀！U20 国足 0-1 惜败沙特，无缘世青赛，你认为中国队本场最大的遗憾是什么？,414,537,16w
18,都说「人永远赚不到自己认知之外的钱」，在职场中如何突破这个认知呢？,60,281,5.2w
19,如果把尼罗河和亚马逊河的径流量互换一天会怎么样？,39,66,5.2w
