,title,answer_count,follower_count,detail_text
0,如何看待冯骥盛赞 DeepSeek「堪称国运级别的科技成果，希望它能让 AI 成为你生活中的水与电」？,365,1109,1575w
1,柯洁直播还原判罚现场，称几天吃不下东西，哽咽落泪不断重复「柯洁，永不妥协」，这次比赛对柯洁影响有多大？,229,512,923w
2,DeepSeek 登顶苹果美国区免费 APP 下载排行榜，与 ChatGPT 相比，它有什么优势？,140,373,875w
3,如何看待DeepSeek在推特油管一夜爆火，以至于外国网友纷纷怒喷OpenAI？,38,76,276w
4,DeepSeek 冲击全球算力，A 股寒武纪跌近 10%，纳指期货跌近 2%，后续走势会怎么样？,35,97,178w
5,美国制裁中国低速载人车辆「三蹦子」初步裁定标准已出，中国三蹦子对美国车企影响有多大？,27,51,166w
6,女孩偷拿妈妈百万珠宝卖了 60 元，只为换零花钱，购买者涉嫌违法吗？家长教育出现了哪些问题？,16,39,101w
7,跑步跑不动了，停下来走走，等有力气了再继续跑，有效果吗？还是说必须一鼓作气？,44,80,93w
8,如何评价福康安的军事指挥才能?,71,347,69w
9,王星事件重要犯罪嫌疑人「颜十六」到案，他将面临哪些法律处罚？,167,425,58w
10,DeepSeek最终会不会被强行出售给美国？,68,150,57w
11,日本物价那么高，学部新卒刚毕业才一个月20万日元，按照现在的汇率折合人民币税前1万，够生存吗？,45,91,57w
12,带孩子玩纸飞机，小朋友问「为啥扔去前要哈一口气」，有什么原理吗？,45,93,57w
13,如何看待梦百合杯赞助者倪张根称，有可能拒绝卞相壹参加下一届梦百合杯？,54,137,56w
14,电影《唐探 1900》全球同步上映，你看好这部电影出海的表现吗？有可能创造新的票房佳绩吗？,33,58,55w
15,有人说，跑马拉松是极限运动，对健康有害无益，你怎么看？,34,54,45w
16,歼 16、F 15这类承担对地攻击任务的重型战斗机，未来能够被无人僚机取代吗？,27,56,26w
17,有哪些巨好看的英文原版书？,29,362,25w
18,作为大学生，如何向亲戚介绍自己的专业？,42,53,25w
19,在日常生活中，你都见过哪些令人眼前一亮的非遗元素？,96,145,22w
