,title,answer_count,follower_count,detail_text
0,98 年摊主卖舒芙蕾年入百万，最长一天站 17 小时睡三、四小时，为什么利润这么大？成功的原因是什么？,188,426,605w
1,2026 全球先锋赛半决赛 G2 3:0 零封淘汰夺冠大热门 GEN，如何评价这场比赛？,200,227,536w
2,为什么一去高档场所就浑身不自在?,79,360,372w
3,Cursor 被曝「套壳」国产开源模型 Kimi，创始人回应称忘记署名了，怎样看待这一事件？,29,192,337w
4,深圳、西安等多地推出「保租房」项目，房租最高直降 50%，这会对租房市场带来怎样的影响？,62,375,248w
5,美以袭击伊朗进入第 22 天，当前局势如何？哪些信息值得关注？,438,1262,228w
6,人贩子「梅姨」落网，对贩卖儿童事实供认不讳，已被依法逮捕，她将面临哪些法律制裁？,523,1382,208w
7,知情人称「梅姨」长相变化很大，与画像相似度不到 30%，为何变化这么大？近年模拟画像技术有了哪些提升？,17,40,188w
8,为何自黑猩猩以后，几乎所有人类亚种全部都灭绝了？,226,940,162w
9,吴曼青、赵宪庚、魏毅寅三名院士信息从院士名单中撤下，如何理解两院院士的准出情况？,28,89,153w
10,伊朗外长称伊朗有意允许日本船只通行霍尔木兹海峡，如何看待此番表态？背后有何考量？,186,456,138w
11,为什么Mac总感觉和iPhone不是一个时代的产物？,24,89,124w
12,网传《歌手 2026》拟邀歌手池，若属实，你猜测每个标签对应的都是谁？,45,84,121w
13,伊朗称正在霍尔木兹海峡采取重大行动，具体是指什么？会对局势产生哪些影响？,31,184,120w
14,2026 全球先锋赛 GEN 0:3 遭 G2 零封淘汰，这场比赛他们输在哪？,89,98,118w
15,好想来上架多款山姆在售商品，售价普遍比山姆高出几元，你能接受吗？好想来未来能和山姆竞争吗？,49,178,108w
16,伊朗的军工到底是什么样的水平？为什么总有新武器投入使用？,71,267,105w
17,浙江一社区食堂引入智能炒菜机器人，油盐配比精准到克，你会去尝试吗？机器人炒的菜会有「锅气」吗？,47,105,103w
18,如果取消中国足协，解散中超、中甲，各省自己搞省超，那么十年后，中国足球能拿亚洲冠军吗？,214,288,102w
19,受伤狐狸在雪场专咬单板滑雪者，无视双板游客，疑似被单板撞伤后的「报复」，是咋回事？狐狸真的有报复心吗？,29,76,101w
