,title,answer_count,follower_count,detail_text
0,北京同仁堂涉嫌造假将被约谈，磷虾油磷脂含量实测为 0，具体情况如何？北京同仁堂将承担哪些法律责任？,299,679,627w
1,有人坚称女装退货率高是因为质量不行，那有没有女装店铺凭借质量好，成功降低退货率?,122,180,194w
2,如果全球都降到零下50-100度，在提前一个月知道的情况下需要准备什么？,110,195,187w
3,苹果原装取卡针被传由铂金制成，回收价超 300 元，官方称是一种非晶态合金，这种金属有哪些特点？,157,286,170w
4,GPT-5.2 正式发布，OpenAI 称其为「最强专业知识工作大模型」，有哪些技术亮点？,16,58,140w
5,特朗普黄金卡签证开始接受申请，个人从 500 万美元降至 100 万美元可换美国居留权，如何看待此事？,119,239,132w
6,如何看待《三角洲行动》轰轰烈烈的「共享监狱运动」彻底破产?,35,60,124w
7,蜜雪冰城 7.9 元早餐被部分消费者吐槽有点贵，怎样看待这一定价？你觉得贵吗？,26,44,109w
8,你知道哪些损伤大脑的行为?,17,147,107w
9,贝克汉姆赛后祝贺梅西称「买的太值了」，梅西给迈阿密国际带来哪些商业价值？,18,41,104w
10,高市早苗在日本众院预算委员会会议上示意，希望尽早与特朗普会面，此举释放了什么信号？,30,50,102w
11,在某三甲医院遇到一个7岁来例假的小姑娘，现在的孩子发育怎么这么早？,56,219,101w
12,和暗恋的女生去挪威看极光，她主动亲了我，回国后却只剩一句“只是朋友”，我该怎么释怀？,1366,2980,84w
13,为什么有的人越挫越勇、胆大，有的人害怕挫折和失败、胆小？,350,5078,78w
14,蝙蝠侠在其他人眼中是怎样的存在？,92,364,76w
15,福医大附一院院长否认「最快女护士」张水华离职，称尚未收到她的辞职申请，怎样看待院方的处理结果？,112,238,76w
16,从《三角洲行动》转玩《暗区突围：无限》后，你有什么感受？,23,22,76w
17,为什么职场中越有经验的人，反而越不爱说话？,29,73,72w
18,有哪些Windows神器让你刮目相看？,15,66,63w
19,李现在澳门扫街摄影，被路人警告「把我删了，不然报警」，拍到路人算侵权吗？在澳门街头摄影都有哪些红线？,16,32,60w
