,title,answer_count,follower_count,detail_text
0,美联储10月30日再次宣布降息25个基点，并决定自12月1日起暂停缩表，如何解读？将产生哪些影响？,136,775,1054w
1,中美元首在韩国举行会晤，哪些信息值得关注？,279,829,544w
2,如何看待小红书被指对员工进行「期权欺诈」，一审被判赔73万？具体情况如何？员工如何应对这种「套路」？,65,325,304w
3,美团骑手社保补贴正式覆盖全国，预计美团将每年多支出多少人力成本？,175,415,190w
4,欧洲人是咋吃鱼的？,22,68,149w
5,西京大学来了，如何看待西京学院拟更名为「西京大学」？北大南大东大长安大学校友看到西京大学是什么感觉？,114,205,138w
6,华为余承东称「车速跑到 120km/h，风阻消耗的能量可占总能耗 70% 以上」，有这么夸张吗？,119,207,128w
7,盐城网友质疑140元的医用耗材到医保变2200，医院称购买渠道不对，具体情况如何？价差原因可能有哪些？,118,297,117w
8,神二十一瞄准 31 日发射，乘组由张陆、武飞、张洪章组成，他们分别具备哪些专业技能？将执行哪些任务？,43,122,107w
9,2526赛季NBA常规赛开拓者 136:134 爵士，杨瀚森得到 2 分，如何评价这场比赛？,62,71,104w
10,多所高校招聘明确无「非升即走」要求，将给学术界带来什么改变？,63,206,97w
11,鸟能不能边飞边拉屎？,45,126,86w
12,特朗普的亚洲行，从东盟和韩日等经济体获得了多少现实利益，美国又为此付出了什么，对其经济有何影响？,26,84,85w
13,听说目前类“搜打撤”的游戏在密集立项，好比几年前二次元大世界项目扎堆，难道立项永远是赶不上热乎的吗？,28,45,83w
14,如何评价金庸的围棋水平？,40,525,83w
15,广东人想问问，北方人真的是一顿饭一个菜吗？,285,335,83w
16,2526赛季NBA常规赛湖人 116:115 森林狼，如何评价这场比赛？,43,36,82w
17,你见过在盲道上行走的盲人吗？盲人出行只依赖于盲道可行吗？做公益的人们是不是应该给予他们一些帮助？,24,27,78w
18,如何通俗的理解稳定币的「不可能三角」，为什么会出现「不可能三角」？,17,72,77w
19,如何看待宝宝巴士儿歌软件现低俗广告，回应「审核难免存在疏漏，已排查」？该平台需承担哪些法律责任？,79,191,76w
