,title,answer_count,follower_count,detail_text
0,马斯克宣布「美国党」成立，他们有哪些政治主张？未来美国会「三党鼎立」吗？,779,1568,4345w
1,2025 季中冠军赛淘汰赛BLG 0:3 T1，如何评价这场比赛？,389,414,1264w
2,大商场里高奢店几乎没有人去逛，人工水电费成本都赚不回来，为什么不倒闭？,437,1593,509w
3,美国是世界上农业最发达的国家，为什么社交媒体上的美国用户会羡慕中国的水果蔬菜?,177,395,317w
4,河南一动物园被举报用个人码收门票上千万，税务部门已重新立案，具体情况如何？若属实需承担哪些法律责任？,53,186,176w
5,《侏罗纪世界：重生》上映 2 天票房破亿，这一数据表现如何？,74,110,138w
6,何小鹏曾透露公司钢材成本被下属「骗」，花9个月才搞清，CEO也会难以掌握真实状况吗？管理上怎么解决？,26,66,135w
7,第三届烂柯杯16强，中国棋手占据14位，韩国仅剩申真谞和元晟溱，这是否体现真实中韩围棋水平对比？,29,72,130w
8,贵州一公司招聘拒录E人，求职被要求先做550道测试，这种做法合理吗？MBTI能有效预测实际工作表现吗？,111,209,126w
9,神和仙到底有什么不一样？,116,323,123w
10,马斯克宣布成立「美国党」后，又回应「参选时间」，称「明年」，美政治格局会有怎样的变化？,64,127,122w
11,杭州东站回应列车进站时一旅客跳入股道「发生碰撞，已送医救治」，具体情况如何？哪些方面需要承担责任？,124,324,121w
12,《水浒传》为什么不拍征辽？,37,49,120w
13,世俱杯 1/4 决赛，皇马 3-2 多特晋级四强将战巴黎 ，如何评价本场比赛？,20,26,111w
14,为什么李佳薇唱歌这么有感染力？她这次能靠《歌手 2025》的表现迎来事业第二春吗？,16,20,93w
15,天水幼儿园幼儿血铅中毒，疑似毒源曝光，发糕和玉米肠卷添加剂超标，可能是什么添加剂？对健康影响有多大？,72,129,92w
16,罗马仕正式宣布将停工 6 个月，工资将依据最低标准 80% 发放，员工该怎么办？罗马仕还能撑下去吗？,108,263,91w
17,《侏罗纪世界：重生》对比系列前作拍得如何？,34,42,90w
18,如何评价《以法之名》里李人俊这个角色？,20,29,90w
19,科学家的一生难道不枯燥吗？,42,70,77w
