,title,answer_count,follower_count,detail_text
0,黄杨钿甜父亲涉嫌违规经商办企业、违法生育二孩问题，已被立案调查，如何从法律角度解读？,1338,2547,5911w
1,如何评价 5 月 22 日发布的玄戒 O1、小米 15S Pro 和小米 YU7，有哪些亮点与不足？,633,1245,1938w
2,林诗栋/林高远 1-3 不敌林昀儒/高承睿，世乒赛国乒男双全军覆没，如何评价他们的表现？哪里出了问题？,189,268,865w
3,5 月 22 日武汉发布暴雨临灾警报，武大校门被淹一米深，目前雨势如何？出行要注意什么？,61,189,288w
4,罗永浩为还债开辟带货新平台，债务总额从 6 亿膨胀至 13 亿，债务怎么越来越多？他还能靠带货还完吗？,185,620,171w
5,小米首款 SUV 汽车 YU7 发布，SUV 市场比轿车市场竞争更激烈，小米还能冲出重围吗？,176,369,166w
6,为什么最近的“AI猜病小游戏”会这么火，到底都是谁在玩？游戏AI的设计思路是什么？,16,64,160w
7,小米发布的自研SoC玄戒是从什么时候开始研发的？有哪些有趣的故事？,19,63,107w
8,活期存款接近零利率，会不会有负利率的可能？,123,359,94w
9,2 元面包、7 元生烫牛肉米线批量「收割」创业者，开业 10 天就倒下，暴露出哪些问题？,151,521,79w
10,以色列驻美使馆两名工作人员 21 日在华盛顿遇害，具体情况如何？,285,594,79w
11,小米 15S Pro 首发玄戒 O1 芯片，5499元起，有哪些亮点值得关注，实际体验如何？,105,165,78w
12,河南那么多历史名城，省会为啥在郑州？,25,37,78w
13,当公司认为你在原岗位不适合，推荐你去部门内其他岗位，职级薪资都不变。你怎么选？,21,41,75w
14,初三生英语底子很差离中考还两个月，请问怎么学习英语能在中考考好成绩?,43,75,73w
15,伊朗为什么在印巴空战后会和印度越走越近？,77,242,58w
16,吴奇隆刘诗诗再被曝离婚，两人已无共同关联公司，事件真相是什么？为什么他们总是被传离婚？,176,478,56w
17,网络时代，你认同「知识获取途径越便捷，独立思考的人就越少」吗？大数据引导下，人的思维习惯是否会被改变？,39,136,53w
18,为什么射击游戏通常会把步枪设定成最强枪型？,38,84,53w
19,荀彧是不是曹操逼死的？,66,94,53w
