,title,answer_count,follower_count,detail_text
0,如何看待国企去中山大学校招起薪给 4 千，网友吐槽「考上名校和服务员没区别」？,448,919,1196w
1,有哪些东西，已经贵到不值得买了？,205,638,428w
2,OpenAI 称 DeepSeek 是另一个华为，呼吁对中国 AI 模型实施禁令，为什么它会这样做？,610,1343,348w
3,微信误转给同名人 1000元，对方自称「没义务还钱」拒绝还款，这合理吗？转账人应当如何合理追款？,75,226,195w
4,哪些演员因为饰演某一影视角色而被毁？,152,658,179w
5,如何评价啄木鸟家电维修平台第二次发布声明，官宣「放弃公关」？,146,259,167w
6,中办国办印发《提振消费专项行动方案》，涉及育儿补贴、股市、房地产等，有哪些信息值得关注？,37,90,155w
7,特朗普宣布对胡塞武装采取「有力军事行动」，原因是什么？美国为何要让中东一再陷入战火之中？,169,401,147w
8,为什么小时候去计算机教室（微机室）要穿鞋套？电脑那么金贵吗?,134,252,140w
9,皇帝下葬后，封闭地宫的最后一位工匠该怎么出来？,20,45,137w
10,韩国全球招募15岁以下女童选秀偶像出道，最小参赛者仅有9岁，如何看待此事？这在审美上健康吗？,287,522,132w
11,啄木鸟家庭维修发布承诺书，「我们错了，即日起全面整改」，维修师傅乱收费和平台关系大吗？平台应担责吗？,26,41,127w
12,一自称「面向儿童」的苹果汁被测出「每瓶含糖量≈6 根棒棒糖」，还有哪些「披着健康外衣」的儿童食品？,15,31,126w
13,多家三甲医院医生开处方指定院外药店购买，295 元产品医生可提成 170 元，怎样看待这一现象？,66,215,120w
14,如何评价《崩坏：星穹铁道》万敌角色 PV「人之怒」?,16,19,95w
15,美国能源部正式确认将韩国列入「敏感国家」名单，预计4月15日起生效，这意味着什么？将产生哪些影响？,113,422,91w
16,除了力量智力敏捷之外，还有哪些属性，可以作为游戏的属性，并且会带来哪些效果？,57,175,88w
17,堂吉诃德爱杜尔西内娅，甚至愿为她去死，却从未真正见过她，他到底爱的是什么？,42,119,87w
18,大伙儿如何打过《原神》于3月16日更新的深境螺旋？,29,27,86w
19,等离子体物理博士刘畅从美回国，他的研究对核聚变领域有何意义？我国应如何提高对此类顶尖学术人才的吸引力？,22,79,85w
