,title,answer_count,follower_count,detail_text
0,两研究生午休在工作室用工作电脑打游戏被重罚，需完成双倍毕业成果才可答辩，导师被罚款，学校处理是否合理？,388,784,1040w
1,为什么感觉樊振东和对手打，总是过程有点吃力最后却都能赢？,309,660,726w
2,富士康河南盖楼招工「 2 周进厂 5 万人」，此前苹果决定将部分产能转回中国，这一调整传递了什么信息？,193,474,652w
3,中国花游历史上首次拿奥运金牌，是因为俄罗斯队没有参加吗？俄罗斯花游到底是个什么样的存在？,36,98,302w
4,如何评价电视剧《唐朝诡事录》第二季？,34,38,112w
5,7月小米SU7销量超越特斯拉登顶第一，如何看待这一成绩？,25,35,106w
6,是否存在一种独立的语言不属于某种大语系？,26,289,86w
7,古代锁子甲防御有多强？,29,165,73w
8,如何看待越来越多00后情侣愿意一起攒钱，当代年轻人的恋爱观是否已经发生改变？,24,26,72w
9,4.8剧情中散兵的发言是否证明散兵真心想赎罪？,42,46,68w
10,3000左右大内存手机，有什么推荐?,16,20,67w
11,2024 巴黎奥运会拳击女子 66 公斤级决赛，杨柳不敌「争议选手」哈利夫摘银，如何评价这场比赛？,364,521,60w
12,全红婵跳水水花为什么那么小？年龄小体重轻有可能是主因吗？,97,199,59w
13,在一线城市，月入三万却依然没有幸福感，是个人心态问题还是社会环境所致？,49,55,59w
14,外交部发布报告起底美国国家民主基金会，哪些信息值得关注？,34,81,59w
15,巴西一架客机在圣保罗州坠毁，机上 61 人全部遇难，未发现有中国乘客，坠机原因可能是什么？,33,134,58w
16,同居后发现另一半睡觉打呼噜，想提分手，正常吗？,176,235,58w
17,樊振东男单男团决赛「双杀」莫雷加德，这会对瑞典小将造成什么打击？会留下心理阴影吗？,99,135,58w
18,考生高考志愿被改，同班同学被刑拘，嫌疑人将承担哪些法律责任？这有哪些警示意义？,26,80,57w
19,巴黎奥运会男乒团体决赛王楚钦 3：2 卡尔森，决胜局大比分获胜，如何评价本场比赛？,208,292,48w
