,title,answer_count,follower_count,detail_text
0,老人在药店摔倒无人救助去世，店方称已及时打 120，怎样看待店方的做法？是否需要承担法律责任？,937,1582,1650w
1,如何看待 15 岁山东初中生做 CTO，开源项目被以数百万元收购？,176,476,515w
2,美国滞留太空的女宇航员瘦成锥子脸，预计还要待到 2025 年 2 月，她目前的健康状况如何？,104,270,441w
3,中国政府就黄岩岛领海基线发表声明，释放了哪些信号？,73,273,360w
4,陆谨为什么要重建三一门？,19,27,81w
5,匹诺康尼Boss战有什么非打不可的理由吗？,33,30,72w
6,赵露思和刘宇宁主演的《珠帘玉幕》开播，如何评价？,21,20,71w
7,你的小猫咪闻起来是什么味道？,481,586,52w
8,很多马拉松赛道会安排补给站，被跑者戏称吃席，吃这些硬菜真的不会跑吐了吗？,82,248,50w
9,《王者荣耀》是不是只要不停排位，什么水平都可以上王者呢？,1404,2819,14w
10,贾诩明明没出过几条计策也不会用毒，为什么被人们称为三国第一毒士？,37,119,4.6w
11,如何评价电影《蜘蛛侠 3 英雄无归》？,142,278,4.6w
12,为何现在更多年轻人倾向于去小公司「全面发展」？职场求职观念是否在「变迁」？,66,118,4.6w
13,如何评价DoTA2新英雄凯（kez）的设计和强度？,44,66,4.6w
14,「轰-6K」又来参加珠海航展，你对这款「OG」轰炸机有哪些记忆？历经半世纪，轰-6 家族何以宝刀不老？,63,165,4.6w
15,家长吐槽新版教材「防自学」，是合理质疑还是教育内卷下的焦虑？教材设计如何才能更好地服务于课堂教学？,433,1590,4.6w
16,在电影院看《火影忍者剧场版：忍者之路》是什么体验？,35,57,4.5w
17,如何评价《流浪地球 3》电影分上下两部上映？,400,858,4.5w
18,郑州推出全省首个「骑手码」，外卖员可用该码登记并快速进入配送小区，这能解决哪些问题？适合在全国推广吗？,123,223,4.5w
19,网红夫妇回应「患传染病探店」，做了检查不存在传染病，被人恶意 P 图，具体情况如何？,82,269,4.5w
