,title,answer_count,follower_count,detail_text
0,如何评价博主花100元请大妈逛超市，因一人超支被主动垫付、另一人精打细算却没得到相同待遇引发的讨论？,1066,1798,1930w
1,中国海军成功组织潜射战略导弹试射，有哪些亮点？释放哪些信号？,284,857,1300w
2,台风「美莎克」致广西多地遭强降雨袭击，广西横州多个水库出现险情，目前当地情况怎么样？,219,565,1234w
3,如何评价国家一级文物上出现「TCL电视」字样，类似报纸印刷画面？可能是什么原因？,79,192,687w
4,去年7月被裁了，前公司接连两次说不用返还大礼包让我回去，因为有个事只有我会做，我应该回去吗？,93,285,386w
5,华为何庭波发布 v2 版「韬定律」论文，补充工程细节和实测数据，这意味着什么？,181,523,353w
6,五星巴西爆冷输球挪威，创 36 年最差世界杯纪录，巴西队战败的最大原因是什么？,309,498,316w
7,为什么现在的影视剧一看就很假，没有以前的片子好看呢？,458,863,298w
8,哈兰德两球送内马尔告别世界杯，他跪地哭泣，你看到的是新王登基，还是老将悲歌？,70,118,280w
9,广西升级发布洪水橙色预警，六蓝水库坝体出现缺口，有当地人能讲讲洪水具体情况吗？基本生活保障还跟得上吗？,23,72,235w
10,博主李要得打出租车到拉萨视频爆火，西藏文旅承诺奖励50万，为什么这个视频能火？如何评价这个奖励政策？,158,395,215w
11,如何评价多益网络老板徐波称自己女儿被人诱拐走？到底什么情况？,51,96,212w
12,价格不到50元「次抛衣」火了，质量粗糙，多用于旅行拍照，穿完即扔或转卖，如何看待这种现象？,113,194,209w
13,哈兰德梅开二度，助挪威 2-1 巴西，如何评价他的个人表现？他能带领挪威走多远？,16,28,202w
14,人大通报蒋方舟被举报硕士论文造假，未发现学术不端行为，暂停其导师研究生招生资格1年，哪些信息值得关注？,335,759,201w
15,上海一餐厅番茄炒蛋卖520元，厨师称用鸸鹋蛋和进口番茄成本要200多元，成本真的这么高吗？定价合理吗？,137,204,201w
16,为什么直到现在，游戏里的角色建模依然以裤子和短裙为主，却很少做得出现实中长裙那种飘逸的效果呢？,36,85,180w
17,广西横州六蓝水库坝体出现缺口，导致的原因可能是什么？可能会带来哪些影响？,28,72,167w
18,LV 诉茉莉奶白 logo 侵权案一审胜诉，如何评价 LV 赢了官司却「输了人心」？,77,120,157w
19,字节批量申请网络热梗「咕咕嘎嘎」「香蕉猫」等著作权，背后目的是什么？这算侵占网友的共创成果吗？,32,71,148w
