,title,answer_count,follower_count,detail_text
0,广东耀明糖厂收购滞销果蔗吸引数百货车排队，此举对企业和农户意味着什么？,141,414,1490w
1,欧盟USB-C 统一充电法规正式覆盖笔记本领域，一个减少「充电器电子垃圾」的政策，实际影响最大的是谁？,59,190,311w
2,如何看待闻泰科技一年巨亏 87.48 亿，将「披星带帽」，退市风险悬顶？,41,111,291w
3,为什么苏超举办的这么成功，广东的粤超反应却这么平平的？,68,113,265w
4,如何评价电影《寒战 1994》？,47,124,202w
5,美国总统 60 天战争权限将耗尽，这意味着什么？美国有可能结束对伊作战吗？,41,114,202w
6,五一再现民宿现涨价毁约，为啥乱象存在多年仍难根除？我们除了被迫接受还能做什么？,49,89,201w
7,为什么存在 00 后群体为何普遍缺乏电脑基础知识的印象？真的是这样吗？,39,83,170w
8,2526赛季NBA季后赛掘金 98:110 森林狼，如何评价这场比赛？,130,126,133w
9,如果苏轼苏辙可以翻译成「苏车把」「苏车轱辘印」，照这个逻辑，其他古人的名字该咋翻译？,53,104,132w
10,如果让“成飞”和“沈飞”的六代机打一架，谁更厉害？,138,208,130w
11,美股四大科技巨头「谷歌、微软、亚马逊、Meta」2026 年 Q1财报同时出炉，如何解析？,31,200,129w
12,网友建议想减肥的人去趟云南，高原地区加速代谢，建议背后有科学依据吗？去高海拔地区真的有助于减肥？,28,44,94w
13,如何评价由陈思诚编剧、执导的五一档喜剧电影《10 间敢死队》？它带给你哪些关于生命的真实触动？,36,81,91w
14,美以袭击伊朗进入第 63 天，当前局势如何？还有哪些信息值得关注？,63,205,90w
15,五一假期你有哪些安排？想要去哪里？,21,33,89w
16,广西小学生春游研学下地插秧，变身「小泥娃」，网友称「这才是研学正确的打开方式」，你支持这样的研学吗？,33,42,89w
17,2026 五一档新片预售票房破千万，会为电影市场带来哪些变化？,30,54,88w
18,宝可梦中最垃圾的御三家是哪个?,45,52,87w
19,小米手机毛利率跌至 8.3%，卢伟冰称涨价需理解，这会如何影响其性价比策略？,87,114,84w
