,title,answer_count,follower_count,detail_text
0,南宁下水道清淤吸出大量埃及鲶鱼，工人称系为市民疏通厕所，这种鱼类有何特征？会对当地生态造成什么影响？,120,498,1269w
1,中国海军 076 两栖攻击舰首舰在上海下水，命名「四川舰」，舷号为「51」，有哪些信息值得关注？,1304,2589,737w
2,韩国国会通过代总统韩德洙弹劾案，将对韩国带来哪些影响？未来韩国局势将如何发展？,65,185,254w
3,第五次全国经济普查结果出炉，全面摸清了我国第二产业和第三产业家底，哪些信息值得关注？,37,188,144w
4,有哪些演员在戏中的微表情和细节表演让你感觉演技超神？,169,1471,101w
5,甄子丹主演的动作电影《误判》好看吗？,26,26,80w
6,曹雪芹不喜欢李纨，为什么还把她放在十二钗？,25,98,58w
7,2025年，世界将迎来哪些巨变？,183,735,58w
8,母语者怎么看实物区分mouse 与rat的？,130,196,57w
9,如何让大语言模型输出JSON格式？,95,570,55w
10,阿塞拜疆失事客机有多个不明洞孔，引发对空难原因的质疑，具体情况如何？这些孔洞可能是什么？,58,119,54w
11,曝宝石老舅醉酒打架被警方拘留，老舅发文道歉并承认被行政处罚，具体情况如何？对其形象有何影响？,117,200,53w
12,如何评价易烊千玺主演的电影《小小的我》？,56,70,53w
13,2024 年在教育领域创作是一种怎样的体验？你有什么话想对粉丝说？,16,44,42w
14,2025 跨年晚会临近，各大平台陆续官宣嘉宾阵容，你最期待哪场晚会？最想看谁的表演？,52,68,32w
15,「六代机」是什么意思？它有哪些特点？,114,340,30w
16,从美学范畴来看，流传至今的版本《将进酒》和敦煌抄本《 惜樽空》哪个更优？,20,55,28w
17,有种焦虑叫「休耻感」，休息反而成焦虑来源，过去一年你有过这种感受吗？2025 准备如何摆脱「休耻感」？,127,290,25w
18,纵观 2024 年发布的相机产品，你认为最「超预期」的是哪款？,25,52,14w
19,2024 年你购入了哪些智能家电让你感觉「真正拯救了疲惫下班的打工人」？,38,67,11w
