,title,answer_count,follower_count,detail_text
0,2025 年央视春晚中有哪些亮点？哪个节目最让你印象深刻？,405,460,1452w
1,如何看待 DeepSeek 深夜发布的全新多模态大模型 Janus-Pro-7B？带来了哪些影响？,629,2467,1143w
2,DeepSeek 称线上服务受到大规模恶意攻击，暂时限制部分注册，具体是怎么回事？影响有多大？,254,831,490w
3,如何评价明快打字机疑似被发现?,50,361,419w
4,如何评价赵雅芝、叶童、闫佩伦、阎鹤祥等在 2025 年春晚表演的小品《借伞》？,143,151,184w
5,DeepSeek为什么超越了OpenAI?,245,888,181w
6,为何 95 后 AI 天才少女罗福莉能获得小米千万年薪的青睐？这体现了小米在 AI 领域怎样的布局？,63,172,178w
7,DeepSeek为什么这么火？,20,26,98w
8,收到的压岁钱，存在哪里最划算？,21,28,59w
9,2024 年上海婚姻登记数据出炉，全市初婚平均年龄 30.1 岁，该现象反映了什么社会问题？,123,426,59w
10,如何理解 DeepSeek 创始人梁文锋说「中国创新不缺资本，缺乏的是信心以及如何组织高密度的人才」？,161,710,59w
11,如何看待韩国棋院就LG杯事件致歉?,105,181,59w
12,小鹏电车起火烧毁小区地库十几辆车，这起事故发生的具体原因是什么？,90,279,57w
13,你会给领导编辑过年祝福语吗？往年你都是如何编辑的？怎样的祝福语最走心？,25,71,53w
14,春节期间，单位给出三倍值班工资，但家里人盼着回家团圆 ，怎么平衡这两者关系才最妥当？,59,93,46w
15,国内这么多互联网巨头怎么AI干不过一个小公司DeepSeek?,333,1246,42w
16,有哪些适合2025春节发的祝福文案？,37,69,37w
17,深圳多个地铁站出现「白头春联」，纪念抗日英雄，怎样看待这一做法？还有哪些特殊的春节习俗值得传承？,209,582,37w
18,DeepSeek 预测 2025 春节档票房冠军将是《哪吒 2》，结果可信度有多高？推理逻辑是否合理？,114,404,25w
19,你认为哪道菜是你家年夜饭中最有代表性的？,48,116,19w
