,title,answer_count,follower_count,detail_text
0,你怎样看待菲尔兹奖得主王虹在北大的经历？,229,637,1229w
1,如何看待《蜘蛛侠：崭新之日》总票房预测达18亿，首日预测超2.5亿，预售破亿，零点场近3000万？,113,205,431w
2,上海一室一厅酒店月租 12000 元起，半数客人为长住客，原因为何？真的比租房划算吗？,72,204,237w
3,寿司郎财报显示，一家中国大陆门店营收是日本店的 1.6 倍，利润接近三倍，为何该商业模式能在中国成功？,53,86,221w
4,孙悟空被火焰山切糕烫到，是不是意味着，这只猴子没有金钢之躯？,63,102,221w
5,如何评价 Anthropic CEO发布的文章《我们对于开放权重模型的立场》？,108,208,221w
6,电子屏和PPT已经如此普及，为什么像王虹这样的顶尖学者仍偏爱粉笔和黑板？PPT真的还是教学的必需品吗？,89,187,220w
7,普京自曝会上网看俄乌冲突分析帖子，为他们说到点子上而高兴，会从论坛、博主那里了解战场情况，如何解读？,55,113,211w
8,三甲医院凭假结婚证通过试管审核，患癌妻子申请销毁婚外胚胎遭拒，各方责任如何划定？胚胎处置伦理边界在哪？,56,122,201w
9,为什么越来越多人客厅不要沙发了，那用什么替代呢？,57,153,175w
10,疑似南方医科大学珠江医院一医生发布「除非死人，不要临时请假」言论，院方已启动调查，反映了哪些问题？,63,99,171w
11,有哪些“中国标准”成为“世界标准”的例子？,33,277,170w
12,LPL官网更新AL大名单，Flandre已离队，网传将加入BLG，消息可靠吗？将带来哪些影响？,58,70,160w
13,月之暗面计划 8 月启动上市前最后一轮融资，估值 500 亿美元，Kimi K3 能否撑起千亿估值？,28,109,141w
14,佛得角后卫卡布拉尔世界波当选世界杯最佳进球，如何看待卡布拉尔世界杯表现？,38,80,129w
15,山东临沂村书记直播带货知了猴助农被部分网友质疑破坏生态，真的会影响生态平衡吗？,152,273,114w
16,如何看待房主任离婚选择净身出户后，现在申请独立户口遭拒一事及其在节目中的表现？,93,110,113w
17,为什么好多人根本没有意识到，其实大部分人个人手机的性能是超过他个人电脑（公司等的不算）的？,52,54,86w
18,吴站长为什么那么信任李涯，为什么搞钱的事肯交给余则成，其他事则防着余？,27,35,83w
19,如何看待那英在直播中说「那个冉莹颖是吧，她就是个败家的玩意」？这算真性情吗？,98,198,83w
