,title,answer_count,follower_count,detail_text
0,余承东新产品定价比小米便宜 100 元，这种策略能否持续奏效？,159,261,460w
1,大唐24小时预售订单突破3万台，这一成绩如何？唐L是不是没戏了？,86,156,407w
2,男子花21999元网购三星手机，被要求激活才能签收，客服称为防黄牛倒卖，这要求合法吗？算不算霸王条款？,172,232,311w
3,「山东文旅让山东人沉默了」是什么梗？,780,1481,241w
4,追觅 CEO 连续发文炮轰小红书是非常非常烂的平台，称其肆意推送各种未经证实的假消息，究竟是怎么回事？,225,424,206w
5,研究生坐六小时成「发呆比赛」冠军，落泪称「多次想放弃，坚持不容易」，全程不玩手机不交谈，这比赛有多难？,196,457,  
6,2026 青岛马拉松有选手边跑边跳绳，如何评价这种行为？官方禁赛 2 年，罚重了吗？,24,45,138w
7,伊朗外长抵达圣彼得堡将同普京举行会谈，会谈些啥？美伊局势转向会迎来重要契机吗？,30,75,130w
8,火葬场领取亲人骨灰，会混杂了很多别人的骨灰吗？,83,151,129w
9,中国茶叶农残为什么严重？,45,128,127w
10,美以袭击伊朗进入第 59 天，当前局势如何？还有哪些信息值得关注？,47,100,126w
11,我没有编程能力，现在写了完整的游戏设计文稿，并准备了20万资金，想把游戏用AI做出来，该怎么做？,138,390,125w
12,请问《数码宝贝第一季》里的太一为什么能当领头大哥？,378,644,119w
13,为什么吕后把戚夫人做成人彘后，非要强迫自己的儿子汉惠帝去看？,133,685,116w
14,如果说王菲当年进击欧美乐坛，那她会创造出怎样的成绩？,34,52,114w
15,2859.2 克黄金制品被警方扣押三十年，律师称双方和解可能性很大，若和解当事人能拿到多少赔偿？,17,34,112w
16,如何评价小米4月23日发布的MiMo-V2.5系列模型，有可能比DeepSeekV4更强吗？,16,37,99w
17,这个时代只投「硅基消费」，远离「碳基消费」，如何评价这一观点？,30,95,97w
18,为什么草原上只长草不长树？,16,45,95w
19,大家怎么看《风筝》里面的郑耀先？,100,289,78w
