,title,answer_count,follower_count,detail_text
0,343 斤吃播博主「良子」在峨眉山徒步途中晕倒，后被担架抬下山，大体重人士适合徒步吗？会有哪些风险？,235,486,932w
1,许多网友反馈在泸溪河桃酥里吃出牙冠、牙齿、头发等异物，山姆已将其下架，可能是什么环节的问题？,309,687,504w
2,媒体曝辅助驾驶的「小蓝灯」将被禁用，背后是出于什么考量？你支持禁装吗？,137,325,336w
3,曾经的百亿票房先生黄渤，两部影片接连失利，他为什么突然不再是票房保障了？还有哪些演员扛不动院线票房了？,76,141,330w
4,周星驰《功夫女足》上映 18 天票房破 20 亿，超过《给阿嬷的情书》跻身年度第二，如何评价这一成绩？,54,87,286w
5,网红私占宁波无人岛直播改造被查处，个人可以开发利用无居民海岛吗？荒岛为何不能随意建房、居住？,39,95,223w
6,孙悟空客串了很多影视剧，为什么总是被用来救场？,55,104,213w
7,韩国股市今年以来第九次触发熔断机制，这一轮下跌最终会如何收场？,631,1502,202w
8,八仙到底是什么等级的神仙？,71,150,201w
9,如何看待广西日报特稿《王的猜想》因王虹获菲尔兹奖被炒到65元一份，再现「洛阳纸贵」的现象？,136,316,197w
10,《明末：渊虚之羽2》正式公开，由夏思源组建新公司开发，505计划对其投资2150万欧元，对此你怎么看？,232,283,196w
11,有说法称印度成首个被 AI 做空的国家，真的是这样吗？会对印度经济产生哪些影响？,29,148,182w
12,日本技术人员拆解宇树机器人后称「赶不上中国」，从螺丝到整机，中国机器人供应链优势体现在哪些环节？,37,60,177w
13,小米澎程系列技术发布会定档 7 月 30 日，有哪些技术亮点和市场竞争力值得关注？,30,51,176w
14,如何鉴别一家餐馆好不好吃？,207,763,175w
15,为什么很多北京本地人从不进全聚德，却对家门口那家开了几十年的烤鸭店情有独钟？,79,152,160w
16,长鑫存储vs长江存储，一个做内存，一个做闪存，谁更厉害？,17,67,142w
17,江苏 14 岁乒乓选手曹彦灏比赛失利后拳击对手，事件严重程度如何？判禁赛一年合理吗？,466,745,136w
18,广州一栈道破损致 2 岁孩童踩空坠江，孩童母亲称栈道破损已超 9 年，谁该担责？哪些信息值得注意？,31,72,119w
19,为什么水中含氧量更少，鲸鱼却长得很大?,25,64,115w
