,title,answer_count,follower_count,detail_text
0,山东泰安东平发生交通事故，已造成 11 人死亡，现场情况如何？事故原因可能是什么？,515,1262,1675w
1,美国富国银行一名 60 岁的女员工在工位上去世，4 天后才被发现，如何看待此事？,362,695,1004w
2,如果苹果真的下架了微信的话，会发生什么？,555,666,471w
3,女子手握手机骑自行车，失控摇晃摔倒经抢救无效身亡，你对该事件有哪些看法？,214,327,303w
4,京东大幅上调校招薪资，入职「京东采销」全年 20 个月工资、年终奖 8 倍月薪，如何看待此事？,57,158,279w
5,为什么现在不谈论可燃冰了？,99,438,216w
6,警方通报青岛「王某驾车逆行辱骂殴打他人」案件情况，有哪些细节值得关注？,70,102,173w
7,中国仍适用全球最高苹果税费率，苹果曾在中国一年税收高达 400 亿 ，苹果税是什么？为何争议不断？,64,115,152w
8,那些考上清北的人，现在怎么样了？,42,228,134w
9,如何评价《黑神话：悟空》第六回「未竟」？在难度、剧情、地图和战斗设计方面有哪些值得聊聊？,38,55,120w
10,如何看待高铁上乘客要求换座的行为？,171,253,107w
11,郭麒麟的老本行毕竟是相声，为何如今他专心拍戏，不怎么说相声?,32,49,97w
12,大众汽车考虑首次关闭德国工厂，这意味着什么？,26,35,96w
13,如果有一份工作，每个月6000，但是做六休一你愿意干吗？,77,86,84w
14,Knight 连续四个赛季拿下联赛冠军，为什么这两年他在哪支队伍哪支队伍就是联赛冠军？,26,28,79w
15,本人上班族，如何提高羽毛球单打体力?,20,56,76w
16,奇拉比为什么能打过佐助？,15,13,74w
17,如何评价《黑神话：悟空》目押大概率坐牢，老实翻滚则基本能逃的设计思路？,27,42,73w
18,国足两位门将王大雷和颜骏凌各有哪些优势，为什么今年世预赛用王大雷担任首发效果更好？,21,26,70w
19,「素质学校」教官体罚 14 岁女生致其昏迷，教育局已介入调查，涉事学校该承担哪些法律责任？,70,118,60w
