,title,answer_count,follower_count,detail_text
0,房地产重磅政策来了，租购并举、改革预售制、完善房地产税收制度，这对房地产市场意味着什么？,759,3349,3065w
1,中国人民大学女博士举报导师性骚扰，校方称「成立工作组调查核实」，具体情况如何？,482,1235,1712w
2,为什么以前被称三大火炉之一的武汉如今排不上“热度”号了？,182,348,400w
3,拜登宣布退出美国总统大选，将全力支持副总统哈里斯竞选，此时退出对民主党意味着什么？哈里斯竞选前景如何？,2191,4599,372w
4,山东招考院辟谣 19 万文科考生滑档，「数据不真实，最终结果还未出」，具体情况如何？滑档原因是什么？,147,301,345w
5,ESPN 评本世纪百大运动员出炉，梅西第 3，如何评价他的这一排名？,69,74,139w
6,如何评价《绝区零》动画短片《治安局护航，防骗不用慌》？,113,153,124w
7,亚马尔会成为下一个梅西吗？,25,33,100w
8,离职后，你一般怎么退出工作群？,757,977,89w
9,在古代，什么叫做真正聪明的女子？,281,637,85w
10,为什么裸辞的人几乎找不到工作？,76,116,83w
11,怎么看待《歌手2024》黄宣被淘汰？,25,31,76w
12,如何看待官方提出「有序推进渐进式延迟法定退休年龄改革」？将带来哪些影响？,263,627,75w
13,猫咪养多久，它才会在你身边睡觉？,28,33,74w
14,有没有高性价比的手机？,22,35,73w
15,巴黎爆发示威，不满以色列参加奥运，批评「禁俄放以」是双标，如何看待此事？,208,433,70w
16,《长相思 2》中辰荣义军为什么就不能归顺西炎？,20,22,68w
17,怎么样才能拉近与猫猫之间的关系？,91,110,67w
18,为什么中国喜欢赛车的人很少？,225,520,67w
19,自己在家感到无聊可以干什么？,58,70,64w
