,title,answer_count,follower_count,detail_text
0,如何评价宇树机器人在 2026 年春晚的表现？相比去年，你观察到了哪些进步？,207,409,1377w
1,如何看待 2026 央视春晚成龙领衔演唱的歌曲《我们是世界》（We are the World）？,222,461,1354w
2,如何评价韩寒执导，沈腾主演的电影《飞驰人生 3》？,93,148,639w
3,春晚邓男子的计算器魔术是怎么做到的？为什么会正好卡在 22:27？,114,181,555w
4,如何评价袁和平执导，根据同名漫画改编的武侠动作电影《镖人：风起大漠》？,51,77,188w
5,谷爱凌几乎整个周期4年没有跳过大跳台，为什么一复出就能夺银？,28,32,177w
6,今年春节不想贴春联了，想带孩子捡两块木头，自己画一个「原始版桃符」挂门口，大家觉得操作难度大吗？,30,41,121w
7,假扮情侣除夕收费 1500 元/天，有上百人询价，如何看待年轻人们的这个选择？,63,186,117w
8,为什么现在都用洗衣液不用洗衣粉了？,33,93,113w
9,电视剧《大明王朝》里，司礼监大太监们夜宵就是吃碗面条，是不是太寒酸了点，真实吗？,66,224,108w
10,如何评价春晚西城男孩的歌曲《My Love》？给你带来哪些感触？,32,51,105w
11,现在的汽车怎么掉价那么快，为什么？,23,38,94w
12,米兰冬奥女子空中大跳台决赛，谷爱凌再度摘银，刘梦婷第七，如何评价本场比赛？,58,95,81w
13,为啥老师常对家长说“这孩子挺聪明就是不努力”，基本不说“这孩子挺努力就是不聪明”？,51,57,73w
14,如何评价《七王国的骑士》 S1E5？,25,45,59w
15,2026 央视春晚无相声节目，怎样看待这一变化？相声这种艺术形式真的过时了吗？,412,720,59w
16,如何评价王宏坤、大锁、管乐、尚大庆等 2026 年春晚表演的小品《又来了》？,69,83,58w
17,为什么《仁王3》明明这么好玩，很多地方都被玩家夸爆，但好像没什么讨论热度和水花？,47,62,58w
18,持续学习却不爱“输出”，这是为什么？,36,206,57w
19,年味越来越淡，跟大家普遍生活变好了物资不再匮乏有关吗？,91,156,56w
