,title,answer_count,follower_count,detail_text
0,美国「尼米兹」号航母 2 架军机在南海相继坠毁，原因可能是什么？还有哪些值得关注的信息？,288,519,1074w
1,美国财长称美方不再考虑对中国加征100％的关税，如何评价？此举会为中美经贸关系带来多长的「休战期」？,186,502,770w
2,男子囤积 500 万枚 5 美分硬币对冲通胀，如何评价该男子的行为？,61,203,287w
3,为什么拿下 2025 全年总冠军的 BLG 会在短短一个月时间不到沦落成全球总决赛上不入流的鱼腩战队？,149,268,286w
4,科学家称外星人或已懒得理人类，外星文明技术只领地球「半代」，沟通成本太高，怎样看待这种观点？,52,180,216w
5,欧美驱魔电影中只要说出恶魔的名字就能驱魔的说法有什么来头吗？,112,182,202w
6,如何看待一网友称买小米YU7提车时发现工厂维修单，疑似是维修过的车辆当成新车卖？,197,262,196w
7,目前六代机试飞的形势下，歼20还有必要生产一千架吗？,49,112,190w
8,如何看待超千名科技领袖呼吁暂停开发超级智能？,63,178,187w
9,印度被曝正仿制中国霹雳-15 导弹，具体是怎么回事？有可能仿制成功吗？,231,457,150w
10,假如你穿越到三国时期，诸葛亮委托你研发化肥，你怎么办？,32,53,114w
11,BLG 战队的 S15 全球总决赛之旅五名队员谁的问题最大？,23,25,110w
12,为何一边三角洲在搞猛攻节，而另一边放弃PVP玩法的鸭科夫专注搜和撤，也大获成功？搜打撤真就是伪概念吗？,42,44,110w
13,Bin曾说16强就退役，理性分析他现在所表现出的实力与影响力，你认为他应当继续打还是选择退役？,34,42,107w
14,为什么经常锻炼的人体质有时候还不如不锻炼的人？,309,1366,95w
15,浙江一「可偷甘蔗地」成打卡点，上百网友深夜体验，地主已收偷款 6千元，为啥这么火？戳中了网友什么心理？,224,693,85w
16,营养食疗是不是智商税？,60,159,84w
17,如何评价《喜人奇妙夜 2》OK！BOOM 的作品《夜宴》？,19,23,83w
18,北京近几年清北录取线接近690，为什么还有很多人认为北京录取分数低？造成误解的根本原因是什么？,38,43,82w
19,为什么鸟类没有进化出对付巢寄生的办法？,15,63,74w
