,title,answer_count,follower_count,detail_text
0,26 岁闵超受聘浙大博导，校方回应其博士论文外审全优，申请提前一年博士毕业，还有哪些信息值得关注？,226,464,743w
1,宜春丰城一护士称患肺癌请病假遭拒，卫健委介入，具体情况如何？,120,282,319w
2,特斯拉机器人摔倒前做出「摘头显」动作被疑受远程操控，这算露馅了吗？从专业角度分析，可能是什么原因？,62,187,301w
3,QQ 经典版回归，PC 端支持双模式切换，你对经典版有哪些记忆？,83,259,192w
4,山姆回应麻薯盒内出现活老鼠，初步判断系在取货点被周边虫害偶然侵入所致，怎样能避免类似情况发生？,66,135,172w
5,孙悟空大闹天宫那么恶劣，为什么仅仅500年后，天庭就和孙悟空冰释前嫌了，甚至完全配合孙悟空打妖精?,157,321,168w
6,梁文锋杜梦然入选《自然》杂志十大科学人物，这对于中国科学界意味着什么？,32,169,164w
7,课本上朱元璋告别「鞋拔子脸」，其形象从「异相」转变为「正容」，为何会有如此大的差异？,537,1475,150w
8,林青霞自曝豪宅遭遇大量蟑螂「入侵」，被吓到坐立难安，面对蟑螂「入侵」应该如何应对？,56,176,146w
9,日方炒作所谓「雷达照射」，实际上中方提前通报，日方也多次确认收到，如何看待日方这一炒作行为？,80,204,136w
10,12 月 9 日中俄两军在东海、太平洋西部空域组织实施第 10 次联合空中战略巡航，释放了哪些信号？,32,95,126w
11,今年超 9000 家银行网点关停，370余家银行注销，为什么银行越来越少了？会产生什么影响？,69,439,111w
12,美国总统特朗普宣布，允许英伟达向中国出售H200芯片，此举意味着什么？,23,41,107w
13,如何看待「BBA 车主最后的体面被一份盒饭击溃」的说法？,32,92,104w
14,国际清算银行警告「黄金与股市走势趋同，可能是泡沫信号，要警惕市场突然回调」，对此你怎么看？,19,94,100w
15,程序员想要6万一个月，需要什么能力，要吃什么样的苦？,327,1415,87w
16,是否存在某些卡组，在胡到极致的情况下可以打的过珠泪？,35,29,80w
17,二战德空战绩这么逆天，为什么还是拿不下制空?,18,25,79w
18,如何评价《了不起的盖兹比》的最后一句，为何说是经典？,45,546,75w
19,所谓“人格魅力”是一种怎样的魅力？,160,1327,72w
