,title,answer_count,follower_count,detail_text
0,为什么苹果宁愿在寸土寸金的手机里塞磁铁也不愿意加个屏下指纹​​​?,651,1069,404w
1,如何看待国际摄影大师斯蒂芬·肖尔在中央美术学院美术馆学术讲座中因抗议观众看手机而中途离席？,523,1516,283w
2,女子在商场 3 楼自行翻越护栏坠落砸中路人，两人均死亡，女子家属该承担什么责任？被砸路人能获得赔偿吗？,86,299,257w
3,女子乘机调座椅，被后排两位乘客脚踢、辱骂，国泰航空致歉，并永久「拉黑」两名滋扰者，如何看待此事？,87,172,225w
4,《黑神话：悟空》第四章里这位和嫦娥私会的仙人到底是谁？,36,56,122w
5,2024年9月21号刀郎成都演唱会评价如何？,22,36,109w
6,怎么评价湾区升明月，2024大湾区电影音乐晚会?,20,23,83w
7,古代镖师走镖，为何区区十几人，却让胆大妄为的土匪不敢抢劫呢？,346,1010,55w
8,管培生入职 43 天拒绝周末跑 10 公里被辞退，此前已连续加班 12 天，公司行为合法吗？如何维权？,363,794,53w
9,「游戏本」是否应该改名为「学术本」「工程本」「高性能本」等与游戏无关的名字？,85,171,51w
10,为什么《黑神话：悟空》这么难？,568,648,46w
11,崩3＆星穹铁道联动剧情的最后，流光忆庭为何说琪亚娜有「令使级」实力?,117,154,45w
12,如何评价“华为将在第四季度发布鸿蒙PC”？,52,87,42w
13,如何看待赵丽颖、雷佳音分别获得第34届飞天奖视后、视帝？,155,219,33w
14,如何评价田曦薇、辛云来主演的电视剧《半熟男女》?,29,39,32w
15,电视剧《风筝》有哪些硬伤？,41,112,25w
16,高三胜负心太强是好事吗？,58,93,17w
17,一个月赚两三万以上工资的人，是不是都是博士以上毕业的，你们都过得怎么样？,103,347,17w
18,为什么贾政要逼迫宝玉读书科举，进士很多到老死也就是个县令，贾家直接花钱给他买个龙禁尉不就行了?,81,153,17w
19,全世界的沙漠全部绿化了，会不会产生不好的气候影响？,83,714,11w
